neg,neu,pos,compound,Text,Processed_Text
0.062,0.849,0.089,0.4367,aboutproduct compat type c enabl devic android smartphon mi samsung oppo vivo realm oneplu etc tablet laptop macbook chromebook etcunbreak made special braid outer rug interior bind ultradur cabl wont affect daili rough usageid length ideal length 15 meter neither short like typic 1meter cabl long like 2meter cablesupport maximum 3a fast charg 480 mbp data transfer speed6 month manufactur warranti date purchas,aboutproduct compat type c enabl devic android smartphon mi samsung oppo vivo realm oneplu etc tablet laptop macbook chromebook etcunbreak made special braid outer rug interior bind ultradur cabl wont affect daili rough usageid length ideal length meter neither short like typic meter cabl long like meter cablesupport maximum a fast charg mbp data transfer speed month manufactur warranti date purchas
0.0,1.0,0.0,0.0,productlink httpswwwamazoninambraneunbreakablechargingbraidedcabledpb082lsvt4brefsr119qid1672909124selectronicssr119,productlink httpswwwamazoninambraneunbreakablechargingbraidedcabledpblsvtbrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b08wrbg3xw,productid bwrbgxw
0.0,1.0,0.0,0.0,productnam boat type c a325 tanglefre sturdi type c cabl 3a rapid charg 480mbp data transmissionblack,productnam boat type c a tanglefre sturdi type c cabl a rapid charg mbp data transmissionblack
0.0,1.0,0.0,0.0,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc
0.0,1.0,0.0,0.0,rate 41,rate
0.0,1.0,0.0,0.0,ratingcount 13045,ratingcount
0.0,0.864,0.136,0.8625,aboutproduct type c 325 cabl design perfect 15 meter length hassl free usageit don premium braid skin make sturdi invinc extern damag 10000 bend lifespan cabl stay stronger last longertyp c 325 offer univers compat smartphon tablet pc peripher bluetooth speaker power bank devic type c portth revers metal aluminium tip let user connect devic carefre mannerit flexibl design offer user tanglefre experience2 year warranti date purchas,aboutproduct type c cabl design perfect meter length hassl free usageit don premium braid skin make sturdi invinc extern damag bend lifespan cabl stay stronger last longertyp c offer univers compat smartphon tablet pc peripher bluetooth speaker power bank devic type c portth revers metal aluminium tip let user connect devic carefre mannerit flexibl design offer user tanglefre experience year warranti date purchas
0.0,1.0,0.0,0.0,productlink httpswwwamazoninboata325tanglefreechargingtransmissiondpb08wrbg3xwrefsr120qid1672909124selectronicssr120,productlink httpswwwamazoninboatatanglefreechargingtransmissiondpbwrbgxwrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b08dplcm6t,productid bdplcmt
0.0,0.838,0.162,0.4019,productnam lg 80 cm 32 inch hd readi smart led tv 32lm563bptc dark iron gray,productnam lg cm inch hd readi smart led tv lmbptc dark iron gray
0.0,1.0,0.0,0.0,categori electronicshometheatertvvideotelevisionssmarttelevis,categori electronicshometheatertvvideotelevisionssmarttelevis
0.0,1.0,0.0,0.0,rate 43,rate
0.0,1.0,0.0,0.0,ratingcount 11976,ratingcount
0.012,0.88,0.108,0.8807,aboutproduct resolut hd readi 1366x768 refresh rate 50 hertzconnect 2 hdmi port connect set top box blu ray player game consol 1 usb port connect hard drive usb devicessound output 10 watt output 2 speaker dt virtualx sound type firingsmart tv featur web os smart tv wifi home dashboard screen mirror mini tv browser multitask offic 365 set wxhxd stand mm 739 x 472 x 168display activ hdr display type flat backlight modul slim ledwarranti inform 1 year lg india comprehens warranti addit 1 year warranti applic panelmodul date purchaseinstal request installationwal mountingdemo product deliv pleas directli call lg support pleas visit lg websit toll free numebr provid product model name well seller detail mention invoic,aboutproduct resolut hd readi x refresh rate hertzconnect hdmi port connect set top box blu ray player game consol usb port connect hard drive usb devicessound output watt output speaker dt virtualx sound type firingsmart tv featur web os smart tv wifi home dashboard screen mirror mini tv browser multitask offic set wxhxd stand mm x x display activ hdr display type flat backlight modul slim ledwarranti inform year lg india comprehens warranti addit year warranti applic panelmodul date purchaseinstal request installationwal mountingdemo product deliv pleas directli call lg support pleas visit lg websit toll free numebr provid product model name well seller detail mention invoic
0.0,1.0,0.0,0.0,productlink httpswwwamazoninlginchesreadysmart32lm563bptcdpb08dplcm6trefsr121qid1672909124selectronicssr121,productlink httpswwwamazoninlginchesreadysmartlmbptcdpbdplcmtrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b09c6hxfc1,productid bchxfc
0.0,1.0,0.0,0.0,productnam duracel usb lightn appl certifi mfi braid sync charg cabl iphon ipad ipod fast charg lightn cabl 39 feet 12m black,productnam duracel usb lightn appl certifi mfi braid sync charg cabl iphon ipad ipod fast charg lightn cabl feet m black
0.0,1.0,0.0,0.0,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc
0.0,1.0,0.0,0.0,rate 45,rate
0.0,1.0,0.0,0.0,ratingcount 815,ratingcount
0.03,0.848,0.121,0.6705,aboutproduct support io devic max output 24aup 10 000 bend 10 000 plug unplug test ensur cabl longer lifespanensur fast stabl data transmiss 480 mbps2 year warrantycompat design work flawlessli mfi appl devic iphon imac ipad etc12m tangl free durabl tough braid sync charg cabl,aboutproduct support io devic max output aup bend plug unplug test ensur cabl longer lifespanensur fast stabl data transmiss mbps year warrantycompat design work flawlessli mfi appl devic iphon imac ipad etcm tangl free durabl tough braid sync charg cabl
0.0,1.0,0.0,0.0,productlink httpswwwamazoninduracelllightningcertifiedbraideddevicesdpb09c6hxfc1refsr122qid1672909124selectronicssr122,productlink httpswwwamazoninduracelllightningcertifiedbraideddevicesdpbchxfcrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b085194jfl,productid bjfl
0.0,1.0,0.0,0.0,productnam tizum hdmi vga adapt cabl 1080p projector comput laptop tv projector tv,productnam tizum hdmi vga adapt cabl p projector comput laptop tv projector tv
0.0,1.0,0.0,0.0,categori electronicshometheatertvvideoaccessoriescableshdmic,categori electronicshometheatertvvideoaccessoriescableshdmic
0.0,1.0,0.0,0.0,rate 37,rate
0.0,1.0,0.0,0.0,ratingcount 10962,ratingcount
0.0,0.83,0.17,0.9531,aboutproduct superior stabil builtin advanc certifi ag6200 ic chip convert hdmi digit signal vga analog signal bidirect convert cannot transmit signal vga hdmicompact design tizum hdmi vga adapt compact lightweight make easi carri travel friendli also save space desk help keep clutter freehigh definit imag qualiti hdmi male vga femal convert support resolut 1920x1080 60hz 1080p full hd includ 720p 1600x1200 1280x1024 high definit monitor projectorswid compat adapt compat comput pc desktop laptop notebook chromebook ps3 xbox set top box tv devic hdmi port note support audioincred perform resist corros abras improv signal transmiss protect hdmi port devic ensur longer lifespan,aboutproduct superior stabil builtin advanc certifi ag ic chip convert hdmi digit signal vga analog signal bidirect convert cannot transmit signal vga hdmicompact design tizum hdmi vga adapt compact lightweight make easi carri travel friendli also save space desk help keep clutter freehigh definit imag qualiti hdmi male vga femal convert support resolut x hz p full hd includ p x x high definit monitor projectorswid compat adapt compat comput pc desktop laptop notebook chromebook ps xbox set top box tv devic hdmi port note support audioincred perform resist corros abras improv signal transmiss protect hdmi port devic ensur longer lifespan
0.0,1.0,0.0,0.0,productlink httpswwwamazoninadapterprojectorcomputerlaptopprojectorsdpb085194jflrefsr123qid1672909124selectronicssr123,productlink httpswwwamazoninadapterprojectorcomputerlaptopprojectorsdpbjflrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b09f6s8bt6,productid bfsbt
0.0,0.847,0.153,0.4019,productnam samsung 80 cm 32 inch wondertain seri hd readi led smart tv ua32t4340bkxxl glossi black,productnam samsung cm inch wondertain seri hd readi led smart tv uatbkxxl glossi black
0.0,1.0,0.0,0.0,categori electronicshometheatertvvideotelevisionssmarttelevis,categori electronicshometheatertvvideotelevisionssmarttelevis
0.0,1.0,0.0,0.0,rate 43,rate
0.0,1.0,0.0,0.0,ratingcount 16299,ratingcount
0.03,0.868,0.102,0.7906,aboutproduct resolut hd readi 1366x768 refresh rate 60 hertzconnect 2 hdmi port connect set top box blu ray player game consol 1 usb port connect hard drive usb devicessound 20 watt output dolbi digit plussmart tv featur person comput screen share music system content guid connect share moviedisplay led panel mega contrast purcolor hd pictur qualiti slim stylish designwarranti inform 1 year comprehens warranti plu addit 1 year panel brand date invoiceinstal tv tabl stand includ box model custom may ask tabl top stand wall mount provid custom time instal pleas directli call samsung support 1800407267864 180057267864 provid product model name well seller detail mention invoiceeasi return product elig replac within 10 day deliveri case product defect damag featur match descript,aboutproduct resolut hd readi x refresh rate hertzconnect hdmi port connect set top box blu ray player game consol usb port connect hard drive usb devicessound watt output dolbi digit plussmart tv featur person comput screen share music system content guid connect share moviedisplay led panel mega contrast purcolor hd pictur qualiti slim stylish designwarranti inform year comprehens warranti plu addit year panel brand date invoiceinstal tv tabl stand includ box model custom may ask tabl top stand wall mount provid custom time instal pleas directli call samsung support provid product model name well seller detail mention invoiceeasi return product elig replac within day deliveri case product defect damag featur match descript
0.0,1.0,0.0,0.0,productlink httpswwwamazoninsamsungincheswondertainmentua32t4340bkxxlglossydpb09f6s8bt6refsr124qid1672909124selectronicssr124,productlink httpswwwamazoninsamsungincheswondertainmentuatbkxxlglossydpbfsbtrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b09nhvchs9,productid bnhvchs
0.0,1.0,0.0,0.0,productnam flix micro usb cabl smartphon black,productnam flix micro usb cabl smartphon black
0.0,1.0,0.0,0.0,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc
0.0,1.0,0.0,0.0,rate 40,rate
0.0,1.0,0.0,0.0,ratingcount 9378,ratingcount
0.0,0.83,0.17,0.8834,aboutproduct micro usb cabl 1 meter length optim easi use comfort home offic help overcom distanc restrictionsdur pvc outer exterior pvc cabl versatil high tensil strength flexibl good conductorscharg sync usb cabl charg data sync simultan 480mbp speed compat devic micro usb port core tin coppermicro usb charg cabl android phone devic micro usb portcontact us 18001022700 write us supportflixaccessoriescom,aboutproduct micro usb cabl meter length optim easi use comfort home offic help overcom distanc restrictionsdur pvc outer exterior pvc cabl versatil high tensil strength flexibl good conductorscharg sync usb cabl charg data sync simultan mbp speed compat devic micro usb port core tin coppermicro usb charg cabl android phone devic micro usb portcontact us write us supportflixaccessoriescom
0.0,1.0,0.0,0.0,productlink httpswwwamazoninflixmicrocablesmartphoneblackdpb09nhvchs9refsr125qid1672909125selectronicssr125,productlink httpswwwamazoninflixmicrocablesmartphoneblackdpbnhvchsrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b0b1yvcj2i,productid bbyvcji
0.0,0.838,0.162,0.4019,productnam acer 80 cm 32 inch seri hd readi android smart led tv ar32ar2841hdfl black,productnam acer cm inch seri hd readi android smart led tv ararhdfl black
0.0,1.0,0.0,0.0,categori electronicshometheatertvvideotelevisionssmarttelevis,categori electronicshometheatertvvideotelevisionssmarttelevis
0.0,1.0,0.0,0.0,rate 43,rate
0.0,1.0,0.0,0.0,ratingcount 4703,ratingcount
0.023,0.865,0.112,0.9274,aboutproduct resolut hd readi 1366x768 refresh rate 60 hertz 178 degre wide view angleconnect dual band wifi 2 way bluetooth hdmi port 20 x 2 hdmi 1 support arc connect person comput laptop set top box bluray speaker game consol usb port 20 x 2 connect hard drive usb devicesound 24 watt output high fidel speaker dolbi audio 5 sound mode movi music standard new sportssmart tv featur googl certifi android tv 11 googl assist chromecast builtin voic control smart remot hotkey quick access netflix prime video youtub disneyhotstar 5 pictur mode 15gb ram 8gb storag 64bit quad core processordisplay 167 million colour wide colour gamut intellig frame stabil engin hdr10 super bright micro dim blue light reductionwarranti inform 1 year comprehens warranti provid manufactur date purchaseinstal installationwal mountingdemo arrang ah team inform pleas contact amazon custom support wall mount includ box charg time installationeasi return product elig replac within 10 day deliveri case product defect damag featur match descript,aboutproduct resolut hd readi x refresh rate hertz degre wide view angleconnect dual band wifi way bluetooth hdmi port x hdmi support arc connect person comput laptop set top box bluray speaker game consol usb port x connect hard drive usb devicesound watt output high fidel speaker dolbi audio sound mode movi music standard new sportssmart tv featur googl certifi android tv googl assist chromecast builtin voic control smart remot hotkey quick access netflix prime video youtub disneyhotstar pictur mode gb ram gb storag bit quad core processordisplay million colour wide colour gamut intellig frame stabil engin hdr super bright micro dim blue light reductionwarranti inform year comprehens warranti provid manufactur date purchaseinstal installationwal mountingdemo arrang ah team inform pleas contact amazon custom support wall mount includ box charg time installationeasi return product elig replac within day deliveri case product defect damag featur match descript
0.0,1.0,0.0,0.0,productlink httpswwwamazoninacerinchesreadyandroidar32ar2841hdfldpb0b1yvcj2yrefsr126qid1672909125selectronicssr126,productlink httpswwwamazoninacerinchesreadyandroidararhdfldpbbyvcjyrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b01m4ggivu,productid bmggivu
0.0,0.824,0.176,0.5423,productnam tizum high speed hdmi cabl ethernet support 3d 4k hdmi devic laptop comput game consol tv set top box 15 meter 5 feet,productnam tizum high speed hdmi cabl ethernet support d k hdmi devic laptop comput game consol tv set top box meter feet
