Date,URL,Review_Title,Author,Rating,Review_text,Review classfication,Rev_Type
Reviewed in India on 8 September 2019,https://www.amazon.in/Logitech-Prodigy-G213-Gaming-Keyboard/product-reviews/B01K48R5V4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=5,its huge  ,Dileep,4,  If you cannot afford a mechanical keyboard this is a good alternative for your gaming setup Except for RGB and Logitech brand name  I did not see a huge difference compared to normal keyboard with big buttons  not sure what its called   non chicket   It does give a premium look to your gaming setup  I trust Logitech  I think it will last for many years ,genuine,1
Reviewed in India on 8 September 2018,https://www.amazon.in/Logitech-Prodigy-G213-Gaming-Keyboard/product-reviews/B01K48R5V4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=5,Good Keyboard but key goes out after two months of use,Amazon Customer,3,  The keyboard is good but after more than two months using it I am experiencing the  A  alphabet key glitching out  The key often does not register the keystroke and sometimes registers two impressions with just one keystroke  I have used all sorts of logitech devices  mouse  headphones  etc  none of them have given any issues as of yet but this one is surely glitching out in just two months of using this product ,fake,0
Reviewed in India on 19 December 2019,https://www.amazon.in/Logitech-Prodigy-G213-Gaming-Keyboard/product-reviews/B01K48R5V4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=5,Logitech software required to light up ,Nabanita ,4,  This keyboard is excellent in every sense but it will not function until operating system loads Logitech proprietary software which is a bit buggy and heavy needs to run in background for this keyboard to work I do know whether the Linux support exists or not so Linux users please check before buy ,fake,0
Reviewed in India on 8 January 2019,https://www.amazon.in/Logitech-Prodigy-G213-Gaming-Keyboard/product-reviews/B01K48R5V4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=5,Give no crap to the other reviews ,Amazon Customer,5,  It is a great keyboard  People want the  Mechanical feel  but this is just a membrane keyboard and it does more than what is required of it  It is a great keyboard for  k and has everything you require of a gaming keyboard  But the lights are a bit dim in daylight and the font is weird but the keyboard is a solid build and works great with its logitech software ,fake,0
Reviewed in India on 21 June 2019,https://www.amazon.in/Logitech-Prodigy-G213-Gaming-Keyboard/product-reviews/B01K48R5V4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=5,A great keyboard with a flaw you cannot ignore,Balram Parappil,5,  Considering this keyboard is a membrane keyboard  it still feels great to type on  and I enjoy typing on this keyboard  This is not even close to an actual mechanical keyboard  but if you are somebody who can deal with a membrane keyboard  I would say go for it The lights are great  They are not too bright and obnoxious  rather pleasant  The keyboard has   zone lighting which can be controlled through the G Hub software and has a fair amount of lighting options The extra keys help a ton  after using them  I do not think I will be able to go back to a keyboard without atleast a volume button of some sort Build quality is solid and I am not worried about breaking this thing  the keys are also durable  so far no problems Now the flaw  This keyboard has fixed plastic armrest which cannot be removed whatsoever  It is a single piece  It is not a problem for me personally considering my circumstances  but please take this into consideration before buying the keyboard  The armrest itself takes up around        of the width of the keyboard  around  cm  ,genuine,1
Reviewed in India on 20 October 2020,https://www.amazon.in/Logitech-Prodigy-G213-Gaming-Keyboard/product-reviews/B01K48R5V4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=5,Perfect for entry level gaming and creators,Shamik Mukherjee,5,  The sturdy build quality  the amazing RGB lighting  the integration with the Logitech G software  the multimedia controls  the tactile response  the smooth typing experience  the general comfort of the palm rest and the aesthetic of it all is just perfect  This is a beautiful keyboard for people who like playing FPS RPG games on a semi pro level  and is very useful for people in the creative field  as you can customize macros and keys to function the way you want them to ,genuine,1
Reviewed in India on 22 February 2019,https://www.amazon.in/Logitech-Prodigy-G213-Gaming-Keyboard/product-reviews/B01K48R5V4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,Perfect Keyboard ,Sourav Gupta,5,  And Yesssss  this is what  i was looking for  Perfect Keyboard  Worth every penny  Best part is you can control the keyboard light by using logitech software  You can easily download it from the official website of logitech Coming to the built quality I would say  Awesome  Believe me  when you touch the keyboard for the first time  You will easily get it  how is the built quality USB cable and wire  you will never find this kind of strong and good quality USB cable in other keyboard Well  this keyboard is not exactly mechanical keyboard  But feels like same Believe me this keyboard is ,genuine,1
Reviewed in India on 28 November 2018,https://www.amazon.in/Logitech-Prodigy-G213-Gaming-Keyboard/product-reviews/B01K48R5V4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,Received Wrong Product,S.Chakraborty,1,  Damaged shipping box and wrong product    totally unsatisfied to see that cheating with me    incredible    ,fake,0
Reviewed in India on 16 March 2021,https://www.amazon.in/Logitech-Prodigy-G213-Gaming-Keyboard/product-reviews/B01K48R5V4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,This product is just something,Rajesh k.,5,  it is my first gaming keyboard and i have to tell you that this thing is heavy for a keyboard  and it has a large chin which is good for resting your arm  it is awesome and currently i am typing this review using this keyboard  it has an option to turn off the backlight and also to turn off the gaming mode   which is great because if i feel like coding then i will switch off the gaming mode   and if my mood changes i can just press a button to go to game mode  and another button to turn on the backlight and continue to game  built quality is excellent   just go for it ,genuine,1
Reviewed in India on 31 January 2019,https://www.amazon.in/Logitech-Prodigy-G213-Gaming-Keyboard/product-reviews/B01K48R5V4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,good not that great  little expensive compared to performance ,Parag Makwana,4,  i say it is great in terms of look but in terms of performance somewhere it lacks the precision and feedback this is a membrane keyboard so you can expect key sticking sometimes when not pressed in center and all that but overall great product  good for enthusiast gamers  not for pros ,fake,0
Reviewed in India on 30 October 2018,https://www.amazon.in/Logitech-Prodigy-G213-Gaming-Keyboard/product-reviews/B01K48R5V4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,Best at this price,Radhika,5,   The keys feel so nice The response time is actually noticibly faster The LEDs could have been brighter  there should be more options for lighting settings on the Logitech Gaming Software  and the WASD keys should have separate lighting The palm rest is great,fake,0
Reviewed in India on 7 November 2020,https://www.amazon.in/Logitech-Prodigy-G213-Gaming-Keyboard/product-reviews/B01K48R5V4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,IS PRICE PE LOGITECH KA KEYBOARD WITH RGB   BALLE BALLE ,Ganesh Saini (GT),5,  Your browser does not support HTML  video   Competing against mechanical keyboards  value for money  RGB can be customized via itself Logitech RGB Controller Software  Full Size Keyboard Blue Button  Good Gaming Experience  Go for it ,genuine,1
Reviewed in India on 22 October 2020,https://www.amazon.in/Logitech-Prodigy-G213-Gaming-Keyboard/product-reviews/B01K48R5V4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,An Budget Gaming Keyboard,SANJAY,5,  People who all want this keyboard for gaming can buy this  I had played many gaming like Fortnite and  v  LOL And this keyboard is perfect for these games  And you have to search for the software in internet fir changing the  RGB  They did not include the software link in Amazon Pros Comfortable KeysHard and sturdyIt is a water and dust resistence keyboard Media keys are included which is not include in many keyboardsCons The space bar is little bit inclined No deatachable arm rest ,genuine,1
Reviewed in India on 13 February 2020,https://www.amazon.in/Logitech-Prodigy-G213-Gaming-Keyboard/product-reviews/B01K48R5V4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,Awesome keyboard absolutely loved it,Arbaz,5,  Your browser does not support HTML  video   Ammazing performance also i do like silent keyboards because mechanical one s make sound which the mic detects and it is herd in gamesWhere as this keyboard gives almost mechanical response fast and accurate with less noiceIn games like csgo it helps in gathering important intel and the keys are also durable and lifted wich i love the most overall amazing keyboard and due to its software it helps me to customise my color scheme,genuine,1
Reviewed in India on 11 March 2021,https://www.amazon.in/Logitech-Prodigy-G213-Gaming-Keyboard/product-reviews/B01K48R5V4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,Expensive But    ,Rishav Shrivastav,5,  Not being actually Mechanical but feels very close to mechanical with impressive feedback  actually better than cheap mechanical  Its a LOGITECH product  so durability is top notch with   years of warranty  unlike   year on others brands providing mechanical keys at this price  Built quality is feels cheap  but not the keys  Keys are buttery smooth with  mm of high travel  Typing experience is great  If you are searching for a overall good keyboard to last longer  its a great choice  But if you want a keyboard just for gaming  better to go for mechanical key at this price range ,genuine,1
